word,surprisal_bits
fatto,8.17380844066705
è.,31.947471770843002
Il,9.081502602974403
fatto,1.5459625395474894
è,0.6286431102106239
che,0.21279499382580744
la,3.812691986110148
paperetta,25.711526691845492
non,4.054460725144162
si,4.677339234871841
era,7.151744439674724
ancora,3.5168009947802115
decisa,7.575457408674822
a,2.7431636971847504
tuffarsi,13.106978167561905
nello,6.33498369625397
stagno.,7.533115559504207
Così,12.87565864293986
l',5.419495968140119
"anatra,",16.02164062092343
sul,9.2305001165147
bordo,5.985562416912381
dello,5.636458961509587
specchio,4.135998731814125
d',2.2658550867656717
"acqua,",0.4633687125126711
le,6.340182387824251
"spiegò,",23.025719036740842
con,4.904377315894154
"pazienza,",10.487444865382658
i,5.858130151929075
vantaggi,7.70466178289262
del,3.161204162411441
nuoto.,8.873465853150016
Ma,6.577744775183462
non,3.942924128649501
le,5.8054367314965205
riuscì,8.062569374158382
affatto,7.290788973244288
di,4.746142270210714
convincerla,8.746883870392576
"e,",8.486073900185636
vedendo,7.442724638391924
che,2.1530494302902943
con,8.887738693345122
le,3.6060730612594747
buone,8.098690546353797
non,4.947411158758347
otteneva,10.14632515635147
"nulla,",4.871537357698888
decise,3.306697701423058
senz',15.237068494403463
altro,0.019025130640854152
di,0.1623936291769646
spingerla,12.510394278805125
in,4.4479811078893885
acqua.,4.637582693402488
Senza,10.201699904549049
alcun,6.847465854462208
successo!,16.578316472993283
A,22.14938556685302
quel,3.1331235231091648
"punto,",1.7942754710463518
l',4.198267114350815
anatra,1.9468039732818134
"indispettita,",22.185140244019443
chiamò,10.536174128708488
in,5.883666823859787
aiuto,2.0363053711101586
il,2.1298904185077596
gatto.,9.57837492785973
Il,5.098080343665029
gatto,3.376302519880254
spinse,11.755589296457456
l',3.366846569770515
"anatra,",2.735532946379703
che,3.2852088131630515
spingeva,17.708947618030475
la,3.289943495541305
"paperetta,",4.954653827856542
che,4.543116750867169
nemmeno,11.887220689844229
si,5.542913814086986
mosse.,11.719080131401695
Chiamarono,39.1991126772367
allora,6.649316387235926
il,4.307272470190076
"cane,",8.565407089271536
che,5.125702477220106
spinse,12.76865103757302
il,3.039820871224281
"gatto,",8.715808153225524
che,4.883614882351392
spingeva,19.886571305337256
l',3.9918552566117804
"anatra,",3.628048531434435
che,4.785757097975755
spingeva,15.401831657548353
la,3.5760232206048195
paperetta,10.910040189002752
che,8.237852028125948
sembrava,8.424238569963817
incollata,23.801715076392885
a,5.001055643250172
terra.,10.792200788442646
"Infine,",19.640884027594655
arrivò,16.010217189287822
anche,7.594908646487406
il,4.353574671351267
tacchino,24.652154838366805
che,7.071094207448516
spinse,12.48152393816575
il,2.332982495137189
"cane,",9.182085796418262
che,4.576354461938217
spingeva,17.72936608627151
il,2.9600429350032478
"gatto,",11.439646847863424
che,4.420464571681943
spingeva,15.399621680484767
l',4.243478945505535
"anatra,",11.659728832597613
che,4.346213813894339
spingeva,15.555905067046213
la,4.16563994169033
"paperetta,",12.696699644831789
che,4.467112457971368
non,3.5402253757930278
si,3.1912343970438974
spostava,13.02483433050645
di,8.541995091009582
un,8.261620030475187
millimetro.,22.332793197195294
E,4.807794266926712
proprio,11.136731053176346
quando,6.642491427719086
sembrò,20.51196110573283
che,8.388357485549008
la,4.160028491757978
sua,1.740486268528283
resistenza,12.467591967584656
potesse,17.375202213349727
venir,11.392302775803307
"meno,",13.701502478083283
il,6.185741967349449
tacchino,25.182885731692792
incominciò,21.37305829600529
ad,9.80170884654776
urlare:,26.234111798896016
“al,12.415574095004692
lupo!,28.529835972550288
Al,8.27537038737697
lupo!”.,22.418368496594262
E,20.068048774388895
tutti,11.276508920769189
si,4.162034841362943
tuffarono,24.328718138272265
nello,12.708457109771036
stagno.,10.175491812349367
"No,",10.791534011705249
non,6.540533232981578
tutti.,19.8730060017678
Naturalmente,10.513697759062891
la,6.341583702463481
paperetta,13.731724817336753
rimase,10.547431812064328
al,6.827041882776345
suo,3.2148231934709384
posto.,13.445492371679272
L',21.067252841428537
"anatra,",24.574431836849605
il,5.949542370515674
"gatto,",11.896393728493297
il,5.913663349892675
"cane,",9.985019306692298
il,5.899646075916753
tacchino,25.65100943665989
urlarono:,30.292590038764335
"“Buttati,",41.70562583907711
c',11.749214931485877
è,10.506177989636566
il,5.3763671908526485
lupo!”.,22.352935977247
Ma,4.662052728932551
la,4.693741564249929
paperetta,15.376909264650859
non,6.629023122364718
vedeva,11.405655508816295
per,7.426586474365561
niente,10.254883819501863
il,9.656553425427738
