word,surprisal
Il,0.0
contadino,13.169662475585938
astrologo,30.424331665039062
Un,5.331088542938232
Re,13.189411163330078
aveva,9.710855484008789
perduto,8.872856140136719
un,4.698036193847656
anello,9.805018424987793
prezioso,11.644256591796875
Cerca,10.448982238769531
qua,19.154972076416016
cerca,10.038982391357422
là,3.6862430572509766
non,5.414169788360596
si,4.303650379180908
trova,6.727365493774414
Mise,17.56931495666504
fuori,8.296382904052734
un,3.4820783138275146
bando,15.403360366821289
che,5.490825653076172
se,9.577242851257324
un,8.152953147888184
astrologo,10.76157283782959
gli,3.088543176651001
sa,10.844682693481445
dire,4.9693803787231445
dov',6.444278717041016
è,3.387171745300293
lo,5.3305439949035645
fa,3.1806914806365967
ricco,15.570823669433594
per,5.361045837402344
tutta,6.593572616577148
la,0.2066870927810669
vita,1.5500088930130005
C',8.531908988952637
era,4.679310321807861
un,1.7054483890533447
contadino,8.103822708129883
senza,7.668846130371094
un,4.568188190460205
soldo,4.938737869262695
che,3.396088123321533
non,3.3664512634277344
sapeva,3.7783424854278564
né,5.7947282791137695
leggere,3.1912474632263184
né,0.17967192828655243
scrivere,1.7241121530532837
e,3.240151882171631
si,5.586743354797363
chiamava,5.143016338348389
Gàmbara,27.101449966430664
Sarà,17.324077606201172
tanto,8.833640098571777
difficile,5.527328968048096
far,7.060773849487305
l',7.207370758056641
astrologo,7.885444641113281
si,6.032720565795898
disse,6.123530387878418
Mi,6.329555988311768
ci,8.73298454284668
voglio,7.83447790145874
provare,11.649688720703125
E,3.803093671798706
andò,14.466995239257812
dal,6.762548923492432
Re,1.8361722230911255
che,4.835878849029541
lo,3.2891008853912354
prese,5.09047269821167
in,2.880279302597046
parola,13.835372924804688
e,2.46626877784729
lo,1.243133306503296
chiuse,9.41125774383545
a,5.307819843292236
studiare,10.60148811340332
in,6.874159812927246
una,2.947929859161377
stanza,5.550694942474365
Dove,9.229562759399414
c',5.281277179718018
erano,4.9483962059021
solo,8.278406143188477
un,2.7449097633361816
letto,12.843669891357422
e,4.102137088775635
un,4.858246326446533
tavolo,12.212301254272461
con,5.625561237335205
un,0.567011296749115
gran,8.595680236816406
libraccio,24.873741149902344
d',12.304553031921387
astrologia,34.08855056762695
e,2.5466883182525635
penna,14.29260540008545
carta,17.809589385986328
e,4.852425575256348
calamaio,34.536495208740234
Gàmbara,29.855918884277344
si,7.63209867477417
sedette,18.334867477416992
al,9.954668998718262
tavolo,8.70451545715332
e,5.497109889984131
cominciò,13.831425666809082
a,5.025461673736572
scartabellare,63.592918395996094
il,6.946602821350098
libro,13.590656280517578
senza,10.507261276245117
capirci,33.67382049560547
niente,13.297731399536133
e,5.474351406097412
a,8.028732299804688
farci,12.075096130371094
dei,13.546629905700684
segni,11.58609676361084
con,7.860261917114258
la,6.797698974609375
penna,8.43241024017334
Siccome,13.394887924194336
non,3.913949966430664
sapeva,2.3526365756988525
scrivere,24.785335540771484
venivano,17.530460357666016
fuori,5.1410322189331055
dei,11.152459144592285
segni,11.760544776916504
ben,14.448697090148926
strani,20.39740562438965
e,2.09397292137146
i,9.734742164611816
servi,11.33006477355957
che,5.337752819061279
entravano,22.321311950683594
due,8.875471115112305
volte,6.423108100891113
al,10.782766342163086
giorno,9.203301429748535
a,9.595959663391113
portargli,17.108243942260742
da,12.789485931396484
mangiare,13.061920166015625
si,3.833761215209961
fecero,16.2556209564209
l',8.792048454284668
idea,20.14689064025879
che,6.272238731384277
fosse,10.094120979309082
un,4.185869216918945
astrologo,10.892180442810059
sapiente,23.92888069152832
Questi,11.521466255187988
servi,11.328048706054688
erano,12.508254051208496
stati,19.36405372619629
loro,15.124902725219727
a,10.407835960388184
rubare,9.770585060119629
l',10.265785217285156
anello,22.764760971069336
e,1.9932689666748047
con,9.563557624816895
la,7.898942470550537
coscienza,12.944838523864746
sporca,21.115755081176758
che,10.200737953186035
avevano,14.796985626220703
le,10.542637825012207
occhiatacce,55.04186248779297
che,3.5254626274108887
rivolgeva,33.183902740478516
loro,15.854596138000488
Gàmbara,51.67366409301758
ogni,13.39783763885498
volta,3.3688271045684814
che,5.99637508392334
entravano,27.560810089111328
per,8.000336647033691
darsi,21.827823638916016
aria,23.967391967773438
d',15.353283882141113
uomo,15.063291549682617
d',16.200489044189453
autorità,29.869613647460938
parevano,28.17892074584961
loro,17.31475067138672
occhiate,31.93231201171875
di,11.003117561340332
sospetto,16.259164810180664
Cominciarono,38.150917053222656
ad,14.201824188232422
aver,12.722805976867676
paura,13.53443717956543
d',14.173198699951172
essere,15.5689115524292
scoperti,22.149173736572266
e,1.8029271364212036
non,3.7675576210021973
la,13.640266418457031
finivano,26.21443748474121
più,12.570874214172363
con,9.93395709991455
le,8.759180068969727
riverenze,33.190574645996094
Gàmbara,44.43794631958008
