word,surprisal,entropy
Il,0.0,
contadino,13.169662475585938,10.42841625213623
astrologo,30.424331665039062,7.260111331939697
Un,5.331088542938232,8.293135643005371
Re,13.189411163330078,9.1201753616333
aveva,9.710855484008789,8.250964164733887
perduto,8.872856140136719,8.770966529846191
un,4.698036193847656,4.939237594604492
anello,9.805018424987793,8.150588989257812
prezioso,11.644256591796875,5.879931449890137
Cerca,10.448982238769531,7.499022960662842
qua,19.154972076416016,2.6795341968536377
cerca,10.038982391357422,7.301424503326416
là,3.6862430572509766,3.6132702827453613
non,5.414169788360596,7.370048522949219
si,4.303650379180908,7.048898220062256
trova,6.727365493774414,5.979698181152344
Mise,17.56931495666504,5.891725540161133
fuori,8.296382904052734,6.2500128746032715
un,3.4820783138275146,5.225963592529297
bando,15.403360366821289,8.27926254272461
che,5.490825653076172,3.986058473587036
se,9.577242851257324,8.020431518554688
un,8.152953147888184,6.008787631988525
astrologo,10.76157283782959,3.6638946533203125
gli,3.088543176651001,7.088006496429443
sa,10.844682693481445,7.183882713317871
dire,4.9693803787231445,7.300628662109375
dov',6.444278717041016,6.522593021392822
è,3.387171745300293,2.927241325378418
lo,5.3305439949035645,7.254260540008545
fa,3.1806914806365967,8.13245964050293
ricco,15.570823669433594,6.621675968170166
per,5.361045837402344,4.113256454467773
tutta,6.593572616577148,8.610404968261719
la,0.2066870927810669,1.1418986320495605
vita,1.5500088930130005,2.5699472427368164
C',8.531908988952637,10.36452865600586
era,4.679310321807861,0.5932509303092957
un,1.7054483890533447,5.248857498168945
contadino,8.103822708129883,9.492368698120117
senza,7.668846130371094,6.239235877990723
un,4.568188190460205,8.701744079589844
soldo,4.938737869262695,4.352905750274658
che,3.396088123321533,6.360435485839844
non,3.3664512634277344,7.098964214324951
sapeva,3.7783424854278564,6.202561378479004
né,5.7947282791137695,6.850135803222656
leggere,3.1912474632263184,8.103019714355469
né,0.17967192828655243,0.9287910461425781
scrivere,1.7241121530532837,1.504326343536377
e,3.240151882171631,4.696174144744873
si,5.586743354797363,6.433313846588135
chiamava,5.143016338348389,8.009102821350098
Gàmbara,27.101449966430664,6.913969993591309
Sarà,17.324077606201172,5.101934432983398
tanto,8.833640098571777,7.627935409545898
difficile,5.527328968048096,7.130565643310547
far,7.060773849487305,7.355812072753906
l',7.207370758056641,8.651652336120605
astrologo,7.885444641113281,3.8963725566864014
si,6.032720565795898,7.286275386810303
disse,6.123530387878418,5.580361366271973
Mi,6.329555988311768,7.831495761871338
ci,8.73298454284668,8.173250198364258
voglio,7.83447790145874,6.51337194442749
provare,11.649688720703125,6.186923027038574
E,3.803093671798706,7.393261432647705
andò,14.466995239257812,8.08859634399414
dal,6.762548923492432,4.751023292541504
Re,1.8361722230911255,6.294029712677002
che,4.835878849029541,3.981438636779785
lo,3.2891008853912354,5.662811279296875
prese,5.09047269821167,7.862419605255127
in,2.880279302597046,4.86137580871582
parola,13.835372924804688,3.5442357063293457
e,2.46626877784729,7.112885475158691
lo,1.243133306503296,4.3737921714782715
chiuse,9.41125774383545,7.577434062957764
a,5.307819843292236,4.376284599304199
studiare,10.60148811340332,7.221604824066162
in,6.874159812927246,3.3610568046569824
una,2.947929859161377,6.233300685882568
stanza,5.550694942474365,5.144646167755127
Dove,9.229562759399414,7.503168106079102
c',5.281277179718018,6.401812553405762
erano,4.9483962059021,4.925766944885254
solo,8.278406143188477,5.625340461730957
un,2.7449097633361816,5.099571228027344
letto,12.843669891357422,7.660896301269531
e,4.102137088775635,3.3624989986419678
un,4.858246326446533,6.723926544189453
tavolo,12.212301254272461,7.855775833129883
con,5.625561237335205,4.047441005706787
un,0.567011296749115,2.695340394973755
gran,8.595680236816406,8.018569946289062
libraccio,24.873741149902344,3.637852430343628
d',12.304553031921387,2.8714065551757812
astrologia,34.08855056762695,2.6086227893829346
e,2.5466883182525635,5.002257347106934
penna,14.29260540008545,6.054027557373047
carta,17.809589385986328,2.2323009967803955
e,4.852425575256348,3.856689691543579
calamaio,34.536495208740234,3.8322949409484863
Gàmbara,29.855918884277344,3.104489326477051
si,7.63209867477417,2.9227569103240967
sedette,18.334867477416992,5.81820011138916
al,9.954668998718262,3.0858054161071777
tavolo,8.70451545715332,6.607906818389893
e,5.497109889984131,3.0932648181915283
cominciò,13.831425666809082,6.779314041137695
a,5.025461673736572,3.524203300476074
scartabellare,63.592918395996094,3.9804587364196777
il,6.946602821350098,2.399925708770752
libro,13.590656280517578,5.363762855529785
senza,10.507261276245117,2.7125072479248047
capirci,33.67382049560547,2.607354164123535
niente,13.297731399536133,2.3764889240264893
e,5.474351406097412,2.0225985050201416
a,8.028732299804688,7.161130428314209
farci,12.075096130371094,7.658354759216309
dei,13.546629905700684,3.074610948562622
segni,11.58609676361084,6.878969192504883
con,7.860261917114258,2.550402879714966
la,6.797698974609375,3.4903407096862793
penna,8.43241024017334,4.000807762145996
Siccome,13.394887924194336,6.726496696472168
non,3.913949966430664,6.642932891845703
sapeva,2.3526365756988525,4.198598861694336
scrivere,24.785335540771484,2.5989885330200195
venivano,17.530460357666016,5.89494514465332
fuori,5.1410322189331055,2.448761463165283
dei,11.152459144592285,2.972454309463501
segni,11.760544776916504,6.369848728179932
ben,14.448697090148926,2.5466511249542236
strani,20.39740562438965,3.7604432106018066
e,2.09397292137146,5.5267815589904785
i,9.734742164611816,6.763478755950928
servi,11.33006477355957,5.312286853790283
che,5.337752819061279,3.4122140407562256
entravano,22.321311950683594,4.5557684898376465
due,8.875471115112305,2.1476261615753174
volte,6.423108100891113,6.640261650085449
al,10.782766342163086,1.6760320663452148
giorno,9.203301429748535,6.470724105834961
a,9.595959663391113,1.9052534103393555
portargli,17.108243942260742,6.270403861999512
da,12.789485931396484,2.2065792083740234
mangiare,13.061920166015625,2.380953788757324
si,3.833761215209961,5.462749004364014
fecero,16.2556209564209,2.8496994972229004
l',8.792048454284668,2.538550853729248
idea,20.14689064025879,5.593620777130127
che,6.272238731384277,1.7953557968139648
fosse,10.094120979309082,4.032693862915039
un,4.185869216918945,2.0383474826812744
astrologo,10.892180442810059,4.365472316741943
sapiente,23.92888069152832,2.1899006366729736
Questi,11.521466255187988,5.761727333068848
servi,11.328048706054688,7.194770336151123
erano,12.508254051208496,2.655510902404785
stati,19.36405372619629,2.305288076400757
loro,15.124902725219727,2.7123284339904785
a,10.407835960388184,1.490072250366211
rubare,9.770585060119629,6.656349182128906
l',10.265785217285156,1.7401118278503418
anello,22.764760971069336,3.969453811645508
e,1.9932689666748047,5.431083679199219
con,9.563557624816895,6.473998546600342
la,7.898942470550537,2.9682328701019287
coscienza,12.944838523864746,5.87594747543335
sporca,21.115755081176758,3.0695364475250244
che,10.200737953186035,1.3146259784698486
avevano,14.796985626220703,3.372748374938965
le,10.542637825012207,5.2323713302612305
occhiatacce,55.04186248779297,5.554813385009766
che,3.5254626274108887,2.051335096359253
rivolgeva,33.183902740478516,2.620009183883667
loro,15.854596138000488,1.638890027999878
Gàmbara,51.67366409301758,1.1606838703155518
ogni,13.39783763885498,1.973657250404358
volta,3.3688271045684814,6.263802528381348
che,5.99637508392334,2.6056528091430664
entravano,27.560810089111328,2.9059360027313232
per,8.000336647033691,5.255865573883057
darsi,21.827823638916016,0.6982744932174683
aria,23.967391967773438,1.1708916425704956
d',15.353283882141113,1.1966724395751953
uomo,15.063291549682617,6.294478416442871
d',16.200489044189453,1.2067691087722778
autorità,29.869613647460938,3.79469895362854
parevano,28.17892074584961,4.017352104187012
loro,17.31475067138672,1.2573612928390503
occhiate,31.93231201171875,1.8225593566894531
di,11.003117561340332,1.7835462093353271
sospetto,16.259164810180664,4.478959083557129
Cominciarono,38.150917053222656,2.1152350902557373
ad,14.201824188232422,1.9329158067703247
aver,12.722805976867676,1.7159788608551025
paura,13.53443717956543,2.7457659244537354
d',14.173198699951172,1.2155624628067017
essere,15.5689115524292,6.347121238708496
scoperti,22.149173736572266,1.2062184810638428
e,1.8029271364212036,5.3434929847717285
non,3.7675576210021973,6.300318717956543
la,13.640266418457031,2.943265438079834
finivano,26.21443748474121,3.5061609745025635
più,12.570874214172363,1.1382546424865723
con,9.93395709991455,2.104520797729492
le,8.759180068969727,3.4045255184173584
riverenze,33.190574645996094,4.914719104766846
Gàmbara,44.43794631958008,2.074286460876465
che,2.7687618732452393,5.286721706390381
astrologo,26.16469955444336,2.0634665489196777
non,8.624157905578613,1.057134985923767
era,10.065945625305176,3.43731427192688
ma,4.0074381828308105,5.404058456420898
contadino,25.084333419799805,2.586505889892578
e,1.770300269126892,5.230213165283203
perciò,18.465452194213867,6.475278377532959
malizioso,41.140804290771484,1.3678675889968872
subito,14.552239418029785,5.3015313148498535
aveva,11.253230094909668,1.1239711046218872
pensato,11.385594367980957,5.631772994995117
che,8.174798011779785,1.4426754713058472
i,9.575943946838379,3.760538339614868
servi,11.300651550292969,5.8550591468811035
dovessero,27.858394622802734,3.2780182361602783
saperne,23.44572639465332,2.3104727268218994
qualcosa,12.626986503601074,1.3618478775024414
E,4.963022232055664,4.384130477905273
pensò,13.432658195495605,5.42429780960083
di,11.472821235656738,1.4694485664367676
farli,17.92071533203125,6.977761745452881
cascare,32.18872833251953,2.520824670791626
in,10.996633529663086,1.2549035549163818
un,2.6935598850250244,4.817038536071777
inganno,16.238056182861328,3.735837697982788
Un,6.299837112426758,4.567406177520752
giorno,12.759916305541992,2.32412052154541
all',13.576194763183594,5.354193210601807
ora,16.422700881958008,6.222076892852783
in,10.923523902893066,1.0285332202911377
cui,6.924187183380127,4.80241584777832
gli,5.937347412109375,3.7477803230285645
portarono,13.579015731811523,4.180749893188477
il,3.893770456314087,4.442874908447266
pranzo,26.029436111450195,3.7144036293029785
si,3.7318718433380127,5.262382984161377
nascose,38.12197494506836,2.1076865196228027
sotto,12.36023235321045,0.8551005125045776
il,2.625657558441162,2.747725486755371
letto,14.400674819946289,4.221611499786377
Entrò,24.905750274658203,5.135218143463135
il,8.14100456237793,1.433577537536621
primo,6.279271125793457,6.405562400817871
dei,15.136637687683105,1.8742725849151611
servi,9.882619857788086,5.930249214172363
e,5.081769943237305,3.8469021320343018
non,3.1904115676879883,6.119734287261963
vide,13.424026489257812,2.2903785705566406
nessuno,12.575196266174316,2.2421045303344727
Di,8.018401145935059,4.559301853179932
sotto,12.546127319335938,6.7761969566345215
il,2.2779359817504883,3.149461269378662
letto,16.34166145324707,4.182582378387451
Gàmbara,45.22866439819336,2.2300360202789307
disse,14.173020362854004,1.5866858959197998
forte,26.730205535888672,2.5698299407958984
E,5.238941192626953,7.266994953155518
uno,19.014530181884766,4.169275283813477
il,6.996927261352539,6.866665363311768
servo,11.575918197631836,6.117100238800049
lasciò,26.858076095581055,0.8249719142913818
il,3.9959495067596436,3.625845432281494
piatto,13.602261543273926,6.084725379943848
e,5.118835926055908,1.832977294921875
si,1.737192153930664,6.289755821228027
ritirò,21.538227081298828,3.4007632732391357
spaventato,31.296085357666016,1.2873393297195435
Entrò,24.001115798950195,5.497145652770996
il,8.9110107421875,1.1661990880966187
secondo,12.385736465454102,6.248973369598389
servo,32.032623291015625,1.3663368225097656
E,5.758570671081543,6.382808208465576
due,19.813444137573242,5.9651641845703125
e,5.537511825561523,6.524580478668213
scappò,13.438124656677246,5.583512306213379
via,12.052467346191406,4.321296215057373
anche,10.959386825561523,2.3231823444366455
lui,4.7077741622924805,3.498882293701172
Entrò,24.38223648071289,5.802842140197754
il,7.531581878662109,2.0226731300354004
terzo,21.495681762695312,3.66135311126709
E,5.669429302215576,6.705794334411621
tre,21.45160484313965,4.442934513092041
I,9.985849380493164,3.9460604190826416
servi,11.027385711669922,8.086893081665039
si,8.358047485351562,4.7005438804626465
consultarono,55.42231750488281,2.7398598194122314
Ormai,14.834738731384277,6.835795879364014
siamo,19.659509658813477,3.242030620574951
scoperti,22.540813446044922,1.6335995197296143
se,7.832843780517578,5.432891845703125
l',4.941121578216553,5.013594627380371
astrologo,44.3663330078125,3.1772208213806152
ci,12.707554817199707,1.120823860168457
accusa,20.446321487426758,3.494478940963745
al,11.768378257751465,1.2315888404846191
Re,4.526222229003906,5.500823020935059
siamo,18.454662322998047,5.408312797546387
spacciati,36.14703369140625,2.2195992469787598
Così,16.98978042602539,3.9961066246032715
decisero,21.714744567871094,1.5819660425186157
d',15.135285377502441,2.412179946899414
andare,24.0733699798584,5.3581342697143555
dall',16.13961410522461,1.9551209211349487
astrologo,50.864994049072266,3.3516016006469727
e,7.1535749435424805,1.0070405006408691
confessargli,45.602195739746094,5.032955646514893
il,6.982041358947754,2.6447370052337646
furto,15.108022689819336,3.6376166343688965
Noi,14.861993789672852,7.018905162811279
siamo,16.88357925415039,1.243112325668335
povera,16.16530418395996,3.1526236534118652
gente,16.258644104003906,1.7413108348846436
gli,8.329690933227539,6.5843000411987305
fecero,20.174907684326172,3.971497058868408
e,5.407375812530518,6.890484809875488
se,6.929807186126709,6.831997871398926
dite,26.179243087768555,5.18687629699707
al,10.284098625183105,5.078096866607666
Re,1.4513211250305176,5.063436985015869
quel,12.254317283630371,5.738028049468994
che,3.2656450271606445,7.61295223236084
avete,18.313337326049805,3.96211838722229
scoperto,9.731159210205078,3.370670795440674
siamo,18.53570556640625,5.147787094116211
perduti,37.765594482421875,1.7404206991195679
Io,11.747766494750977,6.893805980682373
non,3.8280575275421143,4.76338005065918
vi,13.937045097351074,2.687521457672119
tradirò,41.57548904418945,2.3917715549468994
però,14.805085182189941,5.156915664672852
voi,22.285778045654297,2.601607084274292
fate,20.675466537475586,2.1113171577453613
quel,8.410348892211914,5.385866641998291
che,4.768861293792725,7.991926193237305
vi,13.784618377685547,3.9747238159179688
dico,16.319683074951172,2.741464138031006
Prendete,32.64161682128906,3.802046060562134
l',8.187946319580078,3.4698522090911865
anello,21.016633987426758,5.345496654510498
e,7.556628704071045,1.7179869413375854
fatelo,23.86309814453125,4.9479899406433105
inghiottire,81.53851318359375,2.8277573585510254
a,8.91987419128418,1.6128212213516235
quel,5.046347141265869,5.706345081329346
tacchino,29.140674591064453,5.472843170166016
che,7.710392475128174,0.9689469337463379
c',6.49560546875,3.920788526535034
è,9.988961219787598,5.153514862060547
laggiù,23.01593017578125,4.77326774597168
in,12.747153282165527,1.4361255168914795
cortile,16.277570724487305,3.1846811771392822
Poi,9.928350448608398,4.421602725982666
lasciate,23.430465698242188,2.2857699394226074
fare,19.394969940185547,4.499627113342285
a,7.907461166381836,3.998863458633423
me,9.581801414489746,4.144141674041748
Il,6.154483795166016,4.358512878417969
giorno,8.960729598999023,3.840984344482422
dopo,10.388070106506348,1.4289276599884033
Gàmbara,48.480316162109375,2.688469886779785
si,7.627554893493652,2.637112617492676
presentò,19.81470489501953,3.620604991912842
al,9.656389236450195,6.283904075622559
Re,1.8957144021987915,5.749664306640625
e,5.422704696655273,5.695496082305908
gli,6.418392658233643,6.785552024841309
disse,3.9472274780273438,3.431208372116089
che,5.094685077667236,5.5379838943481445
dopo,10.59538459777832,3.7673206329345703
lunghi,17.540725708007812,4.442018985748291
studi,20.095436096191406,2.449798107147217
era,10.097949028015137,1.9638652801513672
riuscito,11.370196342468262,3.4969608783721924
a,7.922143936157227,1.0698941946029663
sapere,10.548762321472168,5.857146739959717
dov',4.23252010345459,2.7513179779052734
era,14.970746040344238,5.36138391494751
l',10.639634132385254,1.4998384714126587
anello,20.28628158569336,3.052117347717285
E,5.804500579833984,6.734934329986572
dov',8.867949485778809,7.488275527954102
è,23.019596099853516,4.8105058670043945
L',9.035969734191895,5.914836406707764
ha,15.072356224060059,5.192771911621094
inghiottito,79.7999267578125,3.1640148162841797
un,6.513156414031982,2.0914788246154785
tacchino,29.9337100982666,4.7004523277282715
Fu,12.468424797058105,3.8354270458221436
sventrato,23.187959671020508,5.787319183349609
il,8.885042190551758,1.2245819568634033
tacchino,29.440574645996094,5.682382106781006
e,7.112006187438965,1.1550672054290771
si,2.2189319133758545,6.9070611000061035
trovò,14.415923118591309,2.7009122371673584
l',6.490420818328857,4.961387634277344
anello,21.177776336669922,3.221188545227051
Il,6.368481159210205,3.734813690185547
Re,0.6638814210891724,3.299236297607422
colmò,33.035675048828125,5.943483829498291
di,11.521312713623047,1.6864619255065918
ricchezze,15.758566856384277,6.713179588317871
l',12.000091552734375,1.4282517433166504
astrologo,48.131874084472656,2.9586164951324463
e,7.632396221160889,0.9336583614349365
diede,10.23142147064209,7.219470500946045
un,4.967790603637695,2.7362589836120605
pranzo,21.65951156616211,7.228774070739746
in,13.056466102600098,1.0546618700027466
suo,6.931467056274414,4.287867069244385
onore,18.676687240600586,3.3156886100769043
Tra,19.091150283813477,5.434490203857422
le,6.800762176513672,2.5339574813842773
tante,12.362983703613281,6.540060043334961
pietanze,23.86505699157715,2.932281255722046
fu,11.808225631713867,2.4760663509368896
portato,14.029350280761719,5.015820503234863
in,8.49181842803955,2.81309175491333
tavola,12.163028717041016,4.308802604675293
un,10.740199089050293,0.8894833922386169
piatto,12.373250961303711,7.347951412200928
di,9.482735633850098,3.162775754928589
gamberi,43.80222702026367,4.614364147186279
Bisogna,13.789475440979004,3.559809684753418
sapere,17.60148811340332,3.038832187652588
che,2.911315441131592,3.6416850090026855
in,9.449152946472168,3.924860715866089
quel,5.504692554473877,4.297168254852295
paese,14.249656677246094,8.114460945129395
era,9.32189655303955,1.089955449104309
la,8.925308227539062,4.048724174499512
prima,7.609704494476318,4.205445289611816
volta,13.845244407653809,1.7016268968582153
che,6.846731185913086,2.717041492462158
se,1.2045336961746216,3.9187400341033936
ne,6.371710777282715,5.163650035858154
vedevano,22.278974533081055,5.01399040222168
regalo,19.66115379333496,5.254860877990723
d',12.233930587768555,2.4296836853027344
un,13.127281188964844,5.051721096038818
Re,13.689281463623047,2.5755510330200195
d',13.411391258239746,5.568997383117676
altro,15.945054054260254,5.083065509796143
paese,21.212308883666992,1.451820731163025
Tu,13.688079833984375,6.726744651794434
che,6.072708606719971,6.892457485198975
sei,13.222060203552246,3.9094130992889404
astrologo,24.809003829956055,1.2648005485534668
disse,7.258594989776611,6.221909046173096
il,5.205569267272949,4.954972267150879
Re,2.333338737487793,6.005432605743408
al,13.74436092376709,5.495065212249756
contadino,8.74902629852295,3.1417598724365234
dovresti,22.440933227539062,6.924540042877197
sapermi,30.43911361694336,6.159047603607178
dire,20.20893096923828,2.772341728210449
come,10.1722993850708,2.33262300491333
si,1.8958139419555664,4.414133071899414
chiamano,13.181929588317871,2.6929931640625
questi,15.218877792358398,3.941748857498169
che,7.80847692489624,2.754807233810425
sono,15.641189575195312,3.9628853797912598
qui,11.192708969116211,4.191851615905762
nel,17.7454833984375,1.2113395929336548
piatto,12.612852096557617,4.085440635681152
Il,6.481738090515137,3.5506935119628906
poveretto,24.25299644470215,4.157101154327393
di,12.136114120483398,1.321069598197937
bestie,14.425007820129395,6.74159574508667
così,18.34779930114746,2.2476673126220703
non,6.026086807250977,4.205885410308838
ne,10.046350479125977,2.301818609237671
aveva,2.0227208137512207,4.847092151641846
mai,14.47081470489502,4.849754810333252
viste,25.88982391357422,1.5097377300262451
E,5.663213729858398,3.561964750289917
disse,7.405515670776367,6.983464241027832
tra,11.340055465698242,5.177830696105957
sé,8.976940155029297,2.416729211807251
a,8.172652244567871,5.052305221557617
mezza,7.528006553649902,5.5630083084106445
voce,31.922147750854492,1.313804268836975
Ah,14.381855964660645,4.0348405838012695
Gàmbara,49.39606475830078,2.7969179153442383
Gàmbara,48.58154296875,2.903174877166748
Sei,12.703163146972656,4.022935390472412
finito,17.56807518005371,4.801888942718506
male,18.040435791015625,0.7922368049621582
Bravo,24.72329330444336,3.9643492698669434
disse,8.471322059631348,6.5344743728637695
il,4.875432014465332,4.674737453460693
Re,5.3949875831604,5.672163009643555
Hai,15.561445236206055,6.2600483894348145
indovinato,54.78849792480469,4.2786054611206055
quello,8.959500312805176,8.057162284851074
è,8.96672248840332,2.8437089920043945
il,5.0108771324157715,5.004861831665039
nome,21.221275329589844,4.250880241394043
gamberi,65.20132446289062,4.284678936004639
Sei,12.497511863708496,3.285567283630371
il,5.290785312652588,5.615857124328613
più,12.697587966918945,5.727466106414795
grande,11.849889755249023,2.276027202606201
astrologo,22.963655471801758,0.6782780885696411
del,18.85651969909668,1.0657680034637451
mondo,7.417710304260254,3.4471383094787598
